Global Rank,Institution,Country,Sector,Best Country Quartile
1109,Fundacio de Recerca Clinic Barcelona-Institut d’Investigacions Biomediques August Pi i Sunyer,ESP,Health,1
1109,Centro de Investigacion Biomedica en Red de Enfermedades Hepaticas y Digestivas,ESP,Health,1
1111,National Jewish Health,USA,Health,1
1112,Umea University *,SWE,Universities,1
1112,Loughborough University,GBR,Universities,1
1114,Westmead Hospital ,AUS,Health,1
1115,Northwell Health *,USA,Health,1
1116,Wake Forest University Baptist Medical Center,USA,Health,2
1116,Centre de Recherches en Cancerologie de Toulouse,FRA,Government,1
1118,Vrije Universiteit Brussel,BEL,Universities,1
1119,Centre Interuniversitaire de Recherche et d'Ingenierie des Materiaux,FRA,Government,1
1120,Shandong University of Science and Technology,CHN,Universities,1
1121,Universitatsklinikum Essen,DEU,Health,1
1122,"GlaxoSmithKline, Belgium",BEL,Companies,1
1123,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,ITA,Health,1
1124,"Weill Cornell Medicine, Qatar",QAT,Universities,1
1125,Leibniz-Institut fur Neue Materialien,DEU,Government,1
1126,Instituto de Biologia Molecular y Celular del Cancer de Salamanca,ESP,Government,1
1127,University of Wisconsin Health,USA,Health,2
1128,New York Presbyterian Hospital,USA,Health,1
1128,Kavli Institute for Cosmology,GBR,Government,1
1128,Temple Health,USA,Health,1
1128,BioTechMed-Graz,AUT,Government,1
1132,Institut pour l'Avancee des Biosciences,FRA,Government,1
1133,Istituto Nazionale di Fisica Nucleare *,ITA,Government,1
1134,The University of Reading,GBR,Universities,1
1135,Max Planck Institut fur Psychiatrie,DEU,Government,1
1135,Institut de Chimie des Substances Naturelles,FRA,Government,1
1137,Gujarat Pollution Control Board,IND,Government,1
1138,Technische Universitat Graz *,AUT,Universities,1
1139,Universita degli Studi di Catania,ITA,Universities,1
1140,Forschungszentrum Julich in der Helmholtz Gemeinschaft,DEU,Government,1
1141,Rutgers Cancer Institute of New Jersey,USA,Health,1
1142,Institut Pasteur de Lille,FRA,Health,1
1143,Universitatsklinikum Freiburg,DEU,Health,1
1143,"Springer Nature, New Zealand",NZL,Companies,1
1145,Fundacion Josep Carreras *,ESP,Non-Profit,1
1146,Deutsche Telekom Headquarters *,MUL,Companies,2
1147,Chung-Ang University *,KOR,Universities,1
1148,"Louisiana State University, Baton Rouge",USA,Universities,1
1149,ABB Group *,MUL,Companies,2
1150,Universite de Nantes *,FRA,Universities,1
1151,"Ford Motor Co, USA",USA,Companies,1
1152,National Tsing Hua University,TWN,Universities,1
1153,Istituto di Neuroscienze,ITA,Government,1
1154,Qingdao University of Science and Technology,CHN,Universities,1
1155,Universidad de Buenos Aires *,ARG,Universities,1
1156,Cardiovascular Research Foundation,USA,Health,1
1156,The University of Kent,GBR,Universities,1
1158,Istituto Superiore di Sanita,ITA,Health,1
1159,National Taiwan University Hospital,TWN,Health,1
1160,University of Nebraska Medical Center,USA,Universities,1
1160,Universita degli Studi di Modena e Reggio Emilia,ITA,Universities,1
1160,Corning *,MUL,Companies,2
1163,National Institute for Public Health and the Environment,NLD,Health,1
1164,Max Planck Institut fur Chemische Energiekonversion,DEU,Government,2
1165,Indian Council of Agricultural Research *,IND,Government,1
1166,CIC biomaGUNE,ESP,Government,1
1167,University of Cincinnati Medical Center,USA,Health,2
1168,University of Ulsan *,KOR,Universities,1
1169,Chongqing Medical University *,CHN,Universities,1
1170,University of Saskatchewan,CAN,Universities,1
1171,Tulane University *,USA,Universities,1
1172,"BASF, Germany",DEU,Companies,1
1173,London School of Economics and Political Science,GBR,Universities,1
1174,"Kunming Institute of Zoology, Chinese Academy of Sciences",CHN,Government,1
1174,Laboratoire des Signaux et Systemes,FRA,Government,1
1176,Public Health Wales,GBR,Health,1
1177,Max Planck Institut fur Mikrostrukturphysik,DEU,Government,2
1177,Universite Libre de Bruxelles,BEL,Universities,1
1179,Pusan National University,KOR,Universities,1
1179,Universidad de Malaga *,ESP,Universities,1
1179,Centre de Recherche de l'Institut du Cerveau et de la Moelle Epiniere,FRA,Government,1
1182,Toronto Western Hospital,CAN,Health,1
1183,"Institut Catala d'Oncologia, Badalona",ESP,Health,1
1184,University of South Australia,AUS,Universities,1
1185,Christian-Albrechts-Universitat zu Kiel,DEU,Universities,1
1185,National Institute of Genetics,JPN,Health,1
1185,National University Cancer Institute,SGP,Health,2
1188,Sun Yat-sen University Cancer Center,CHN,Health,1
1189,Centro de Investigacion Biomedica en Red sobre Enfermedades Neurodegenerativas,ESP,Health,1
1190,The General Hospital of the People's Liberation Army *,CHN,Health,1
1191,Aarhus University Hospital,DNK,Health,2
1191,The Christie NHS Trust,GBR,Health,1
1191,Hospices Civils de Lyon *,FRA,Health,1
1194,Nanjing University of Information Science and Technology,CHN,Universities,1
1195,Leibniz-Institut fur Altersforschung - Fritz-Lipmann-Institut,DEU,Government,1
1196,Swinburne University of Technology *,AUS,Universities,1
1197,National Cancer Centre,SGP,Health,2
1198,Chongqing University of Post and Telecommunications,CHN,Universities,1
1199,Institut de Sciences des Materiaux de Mulhouse,FRA,Government,1
1199,Astellas Pharma Inc *,MUL,Companies,2
1201,"GE Global Research, USA",USA,Companies,1
1201,Translational Research Institute,AUS,Companies,1
1203,South Eastern Sydney Local Health District *,AUS,Health,1
1204,Brookhaven National Laboratory *,USA,Government,1
1204,Universita degli Studi di Trento,ITA,Universities,1
1206,Universitatsklinikum Tubingen,DEU,Health,1
1207,Singapore Management University,SGP,Universities,1
1208,Ben-Gurion University of the Negev *,ISR,Universities,1
1208,Universidade Federal de Santa Catarina *,BRA,Universities,1
1210,National University of Malaysia *,MYS,Universities,1
1211,University of Guelph,CAN,Universities,1
1212,NASA Goddard Institute for Space Studies,USA,Government,1
1212,Los Alamos National Laboratory *,USA,Government,1
1214,Georgia State University,USA,Universities,1
1215,Victor Chang Cardiac Research Institute,AUS,Health,1
1216,Donghua University,CHN,Universities,1
1217,Waseda University,JPN,Universities,1
1218,Sejong University,KOR,Universities,1
1219,Justus-Liebig-Universitat Giessen *,DEU,Universities,1
1219,Swansea University,GBR,Universities,1
1221,Institut de Bioenginyeria de Catalunya,ESP,Government,1
1222,Georg-August-Universitat Gottingen,DEU,Universities,1
1223,Kunming University of Science and Technology,CHN,Universities,1
1224,Max Planck Institut fur Softwaresysteme,DEU,Government,2
1225,Hospital Quironsalud Barcelona,ESP,Health,1
1225,Universite Cote d’Azur *,FRA,Universities,1
1227,Public Health Agency of Sweden,SWE,Health,1
1228,Moorfields Eye Hospital NHS Trust,GBR,Health,1
1228,Virginia Mason Medical Center ,USA,Health,1
1230,Ajou University,KOR,Universities,1
1230,Royal Brompton and Harefield NHS Foundation Trust,GBR,Health,1
1232,Luxembourg Institute of Health,LUX,Health,1
1232,"China Medical University, Shenyang *",CHN,Universities,1
1232,West Virginia University *,USA,Universities,1
1235,Medical University of South Carolina *,USA,Universities,1
1235,University Hospital Southampton NHS Foundation Trust,GBR,Health,1
1235,Australian Research Council Centre of Excellence for Electromaterials Science,AUS,Government,1
1238,York University,CAN,Universities,1
1239,US Environmental Protection Agency,USA,Government,1
1240,Ford Motor Company *,MUL,Companies,1
1241,Konkuk University *,KOR,Universities,1
1242,Humanitas University *,ITA,Universities,1
1243,Manchester University NHS Foundation Trust,GBR,Health,1
1244,Universitat des Saarlandes *,DEU,Universities,1
1245,Thales Group *,MUL,Companies,2
1245,University of Virginia Health System,USA,Health,2
1247,"University of the Witwatersrand, Johannesburg",ZAF,Universities,1
1248,Centro de Biotecnologia y Genomica de Plantas,ESP,Government,1
1248,Medical College of Wisconsin,USA,Universities,1
1250,Centrale Supelec,FRA,Universities,1
1250,NHS Tayside,GBR,Health,1
1252,Universita degli Studi di Verona,ITA,Universities,1
1252,Institut de la Vision,FRA,Government,1
1252,Universita degli Studi di Palermo,ITA,Universities,1
1252,"Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina",ESP,Health,1
1256,STMicroelectronics *,MUL,Companies,2
1257,Xiangya Hospital Affiliated to Central South University,CHN,Health,1
1258,Advanced Institutes of Convergence Technology,KOR,Government,1
1259,Springer Nature *,MUL,Companies,2
1260,Science and Technology Facilities Council *,GBR,Government,1
1261,"Mitsubishi Electric Corp, Japan",JPN,Companies,1
1262,Joint Institute for Laboratory Astrophysics,USA,Government,1
1262,Universitat Regensburg *,DEU,Universities,1
1264,COMSATS Institute of Information Technology *,PAK,Universities,1
1265,Donald Danforth Plant Science Center,USA,Non-Profit,1
1266,Melanoma Institute Australia,AUS,Government,1
1267,Institut de Robotica i Informatica Industrial,ESP,Government,1
1267,Technische Universitat Darmstadt,DEU,Universities,2
1269,"Guangdong Institute of Microbiology, GDAS",CHN,Government,1
1269,Universitatsklinikum Koln,DEU,Health,1
1269,Nantong University *,CHN,Universities,1
1272,University of South Alabama Health System,USA,Health,1
1273,Sahlgrenska University Hospital,SWE,Health,2
1273,University of St. Andrews,GBR,Universities,1
1275,George Mason University,USA,Universities,1
1276,Swedish University of Agricultural Sciences,SWE,Universities,1
1277,Northumbria University,GBR,Universities,1
1278,University of Victoria,CAN,Universities,1
1279,University of Tartu,EST,Universities,1
1280,European Commission - Joint Research Centre,MUL,Government,1
1280,Cranfield University,GBR,Universities,1
1280,Universitatsklinikum Gottingen,DEU,Health,2
1283,Unilever *,MUL,Companies,2
1284,University of Aberdeen,GBR,Universities,1
1284,Fundacao Champalimaud,PRT,Health,1
1284,Procter & Gamble Co *,MUL,Companies,2
1287,Fraunhofer Institut fur Bildgestutzte Medizin,DEU,Government,1
1288,Basque Center for Macromolecular Design and Engineering,ESP,Government,1
1288,Medizinische Universitat Graz *,AUT,Universities,1
1290,Ecole Superieure de Physique et de Chimie Industrielles de la Ville de Paris,FRA,Universities,1
1291,National Veterinary Institute Sweden,SWE,Government,1
1291,University Hospital Antwerp,BEL,Health,1
1293,"Texas A&M University, Health Science Center",USA,Universities,1
1294,Universitatsklinikum Wurzburg,DEU,Health,2
1295,Stellenbosch University,ZAF,Universities,1
1295,Technische Universitat Wien *,AUT,Universities,1
1297,University of Pretoria,ZAF,Universities,1
1298,Universite de Liege,BEL,Universities,1
1298,Universidade Federal do Parana,BRA,Universities,1
1298,Friedrich Loeffler Institutes Bundesforschungsinstitut fur Tiergesundheit,DEU,Government,1
1301,Hamad Bin Khalifa University *,QAT,Universities,1
1302,Centro de Investigacion y Desarrollo Pascual Vila CS,ESP,Government,1
1303,Fraunhofer Institut fur Solare Energiesysteme,DEU,Government,1
1304,"Institute of Process Engineering, Chinese Academy of Sciences",CHN,Government,1
1305,VTT Technical Research Centre of Finland,FIN,Companies,1
1306,Instituto de Ciencia y Tecnologia de Alimentos y Nutricion,ESP,Government,1
1306,VA Northern California Health Care System,USA,Health,1
1308,Max Planck Institut fur Struktur und Dynamik der Materie,DEU,Government,1
1309,Universitatsklinikum Carl Gustav Carus Dresden,DEU,Health,2
1310,PetroChina Co Ltd,CHN,Companies,1
1310,"Applied Materials Inc, USA",USA,Companies,1
1310,Ecole Nationale Superieure de Chimie de Paris,FRA,Universities,1
1313,Hiroshima University *,JPN,Universities,1
1313,Guangzhou University,CHN,Universities,1
1315,Universitat Stuttgart,DEU,Universities,1
1316,Institut de Science et d'Ingenierie Supramoleculaires,FRA,Government,1
1317,University of Texas Health Science Center at San Antonio ,USA,Universities,2
1317,Fritz Haber Institut Max Planck Gesellschaft,DEU,Government,2
1319,Parque Tecnologico de Euskadi *,ESP,Non-Profit,1
1320,Universite de Toulouse,FRA,Universities,1
1321,Athinoula A Martinos Center for Biomedical Imaging,USA,Health,1
1322,National Bureau of Economic Research,USA,Non-Profit,1
1322,Institut de Recerca Hospital Universitari Vall d'Hebron,ESP,Health,1
1324,Abbott Laboratories *,MUL,Companies,2
1325,"Aerospace Information Research Institute, Chinese Academy of Sciences",CHN,Government,1
1326,Tianjin University of Science and Technology,CHN,Universities,1
1326,Institut de Recerca contra la Leucemia Josep Carreras,ESP,Health,1
1328,Universidad de Cordoba *,ESP,Universities,1
1329,Robert Koch Institut,DEU,Government,1
1330,Hospital Clinico Universitario de Valencia *,ESP,Health,1
1331,Max Planck Institut fur Herz und Lungenforschung,DEU,Government,1
1332,China Electronics Technology Group Corp *,CHN,Companies,1
1333,Universitatsklinikum Ulm,DEU,Health,1
1334,Tokyo Medical and Dental University,JPN,Universities,1
1335,Wadsworth Center,USA,Health,1
1336,"Saudi Arabian Oil Co, Saudi Arabia",SAU,Companies,1
1337,State Key Joint Laboratory of Integrated Optoelectronics,CHN,Government,1
1338,New Jersey Institute of Technology,USA,Universities,1
1338,St Michaels Hospital Toronto,CAN,Health,1
1338,Institut de Recherche pour le Developpement France,FRA,Government,1
1338,University of Connecticut Health Center,USA,Universities,1
1342,Infineon Technologies Austria AG,AUT,Companies,1
1343,Amman Arab University,JOR,Universities,1
1344,Tsinghua-Berkeley Shenzhen Institute,CHN,Government,1
1345,Institut des Sciences Moleculaires de Marseille,FRA,Government,1
1346,"Institut de Chimie et Procedes pour l’Energie, l’Environnement et la Sante",FRA,Government,1
1346,Indian Institute of Science,IND,Universities,1
1348,Manchester Academic Health Science Centre,GBR,Health,1
1349,Raytheon Technologies Corporation *,MUL,Companies,2
1350,Second Military Medical University *,CHN,Universities,1
1351,Museum National d'Histoire Naturelle *,FRA,Government,1
1351,Saint Petersburg State University,RUS,Universities,1
1353,Istituto di Nanotecnologia,ITA,Government,1
1354,University of KwaZulu-Natal *,ZAF,Universities,1
1355,Northeast Agricultural University,CHN,Universities,1
1355,"Institute of Optics and Electronics, Chinese Academy of Sciences",CHN,Government,1
1355,"Panasonic Corp, Japan",JPN,Companies,1
1358,Arizona Health Sciences Center University of Arizona Tucson,USA,Health,1
1359,"University of California, Merced",USA,Universities,1
1360,Universitatsklinikum Erlangen,DEU,Health,2
1360,Aston University,GBR,Universities,1
1360,All India Institute of Medical Sciences,IND,Universities,1
1363,Wuhan National Laboratory for Optoelectronics,CHN,Government,1
1364,Red de Institutos IMDEA *,ESP,Government,1
1365,Max Planck Institut fur Biogeochemie,DEU,Government,1
1366,Universitatsklinikum Schleswig-Holstein,DEU,Health,1
1366,Ludwig Boltzmann Gesellschaft *,AUT,Government,1
1368,China Electronics Technology Group Corp No 54 Research Institute,CHN,Non-Profit,1
1368,World Bank Group *,MUL,Non-Profit,1
1370,Skane University Hospital,SWE,Health,1
1371,Medizinische Universitat Innsbruck *,AUT,Universities,1
1372,The Children's Hospital at Westmead,AUS,Health,1
1372,Institut Jean-Pierre Bourgin,FRA,Government,1
1372,"Changchun Institute of Optics Fine Mechanics and Physics, Chinese Academy of Sciences",CHN,Government,1
1372,Harbin Medical University *,CHN,Universities,1
1376,Universidad de Oviedo *,ESP,Universities,1
1376,Instituto de Ciencia de Materiales de Madrid,ESP,Government,1
1378,Universita degli Studi di Perugia,ITA,Universities,1
1379,Henan University *,CHN,Universities,1
1380,Universitat Innsbruck *,AUT,Universities,1
1380,Fondazione IRCCS Istituto Nazionale Tumori di Milano,ITA,Health,1
1382,Shahid Beheshti University of Medical Sciences and Health Services *,IRN,Universities,1
1383,Beijing Technology and Business University,CHN,Universities,1
1384,Thomas Jefferson University *,USA,Universities,1
1385,"Fujian Institute of Research On the Structure of Matter, Chinese Academy of Sciences",CHN,Government,1
1386,Zhongshan Hospital,CHN,Health,1
1387,Universita degli Studi di Parma,ITA,Universities,1
1388,Meteo-France *,FRA,Government,1
1389,University Hospitals Birmingham NHS Foundation Trust,GBR,Health,2
1390,Barts and the London NHS Trust,GBR,Health,1
1391,"University of Illinois, College of Medicine at Chicago",USA,Health,2
1392,King Fahd Medical Research Center,SAU,Health,1
1393,"Kaiser Permanente Research, Washington",USA,Health,1
1394,Royal Free London NHS Foundation Trust,GBR,Health,1
1394,Universitat fur Bodenkultur Wien *,AUT,Universities,1
1396,Renji Hospital,CHN,Health,1
1397,Concordia University,CAN,Universities,1
1397,California Pacific Medical Center,USA,Health,2
1399,Infineon Technologies *,MUL,Companies,2
1400,Rush University *,USA,Universities,1
1401,Guangxi University,CHN,Universities,1
1402,Semmelweis University,HUN,Universities,1
1403,"Bayer Corp, USA",USA,Companies,1
1403,Sheba Medical Center,ISR,Health,1
1405,Centre Leon-Berard,FRA,Health,1
1406,The Nottingham Trent University,GBR,Universities,2
1407,VIT University,IND,Universities,1
1408,Grupo Hospitalario Quironsalud *,MUL,Health,2
1409,Maurice Wilkins Centre,NZL,Government,1
1410,Tianjin Medical University *,CHN,Universities,1
1411,Universidade de Aveiro,PRT,Universities,1
1412,American Heart Association,USA,Non-Profit,1
1413,"Hyundai Motor Co, South Korea",KOR,Companies,1
1413,Army Medical University *,CHN,Universities,1
1415,Catholic University of Korea *,KOR,Universities,1
1416,Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao Paulo,BRA,Health,1
1417,Imagerie et Cerveau,FRA,Government,1
1417,Martin-Luther-Universitat Halle-Wittenberg *,DEU,Universities,1
1417,Universite du Luxembourg,LUX,Universities,1
1420,NHS Lothian,GBR,Health,2
1420,Instituto IMDEA Energia,ESP,Government,1
1422,"Texas Instruments, United States",USA,Companies,1
1423,Tata Group *,MUL,Companies,2
1423,Istituto Europeo di Oncologia,ITA,Health,1
1425,City University of New York Graduate Center,USA,Universities,1
1426,Clemson University,USA,Universities,1
1427,Institut des Biomolecules Max Mousseron,FRA,Government,1
1427,"Institute of Information Engineering, Chinese Academy of Sciences",CHN,Government,1
1429,Dongguk University *,KOR,Universities,1
1430,"European Commission - Joint Research Centre Ispra, Italy",ITA,Government,1
1431,University of Tasmania,AUS,Universities,1
1431,"Thales Group France, S.A.",FRA,Companies,1
1431,The Leeds Teaching Hospitals NHS Trust,GBR,Health,2
1434,University of Jinan,CHN,Universities,1
1435,San Francisco General Hospital,USA,Health,1
1436,National Physical Laboratory,GBR,Government,1
1437,South China Normal University,CHN,Universities,1
1437,Chang'an University ,CHN,Universities,1
1437,Helmholtz Institute Ulm,DEU,Government,1
1440,Natural Environment Research Council *,GBR,Government,1
1441,Parque Cientifico y Tecnologico de Vizcaya,ESP,Non-Profit,1
1441,"Abbott Laboratories, United States",USA,Companies,1
1443,Royal Melbourne Hospital,AUS,Health,1
1444,Gwangju Institute of Science and Technology,KOR,Universities,1
1445,Deutsches Rheuma Forschungszentrum Berlin,DEU,Government,1
1446,Dow Chemical Co *,MUL,Companies,2
1446,"City University of New York, City College",USA,Universities,1
1448,Forsyth Institute,USA,Health,1
1449,VA St Louis Health Care System,USA,Health,1
1449,Fimlab Laboratories,FIN,Health,1
1451,Netherlands Institute for Neuroscience,NLD,Government,1
1451,Hitachi Energy,MUL,Companies,1
1451,Fundacio per al Foment de la Investigacio Sanitaria i Biomedica,ESP,Non-Profit,1
1454,Environment Canada,CAN,Government,1
1455,AB Volvo *,MUL,Companies,1
1456,Osterreichische Akademie der Wissenschaften *,AUT,Government,1
1457,"University of Texas, San Antonio",USA,Universities,2
1458,Rush University Medical Center,USA,Health,1
1458,Instituto de la Grasa de Sevilla,ESP,Government,1
1460,Centro Superior de Investigacion en Salud Publica *,ESP,Health,1
1460,VCU Medical Center,USA,Health,2
1462,"University of California, Irvine Healthcare",USA,Health,2
1463,Conselleria de Sanidad A Coruna,ESP,Health,1
1463,Rensselaer Polytechnic Institute,USA,Universities,1
1465,Chonnam National University,KOR,Universities,1
1465,Ingenierie des Materiaux Polymeres,FRA,Government,1
1467,Ghent University Hospital,BEL,Health,2
1468,University of Eastern Finland,FIN,Universities,1
1468,Chungnam National University,KOR,Universities,1
1470,CIC energiGUNE,ESP,Government,1
1470,Anhui University,CHN,Universities,1
1472,Institute of Molecular and Clinical Ophthalmology Basel,CHE,Government,2
1473,Gadjah Mada University,IDN,Universities,1
1473,Telecom ParisTech,FRA,Universities,1
1475,Sichuan Agricultural University,CHN,Universities,1
1475,Royal Children's Hospital Melbourne,AUS,Health,1
1475,Sherbrooke University *,CAN,Universities,1
1478,Laboratoire d'Informatique Gaspard-Monge,FRA,Government,1
1479,Max Planck Institut fur Evolutionare Anthropologie,DEU,Government,1
1480,"Institute of Physics, Chinese Academy of Sciences",CHN,Government,1
1481,Fraunhofer Institut fur Angewandte Optik und Feinmechanik,DEU,Government,1
1482,Centre Hospitalier Universitaire de Nantes *,FRA,Health,1
1483,Instituto Goncalo Moniz,BRA,Health,1
1484,"Kunming Institute of Botany, Chinese Academy of Science",CHN,Government,1
1485,Centre Hospitalier Regional Universitaire de Lille *,FRA,Health,1
1486,"Corning, USA",USA,Companies,1
1487,Max Planck Institut fur Chemische Okologie,DEU,Government,1
1487,Karl Franzens Universitat Graz *,AUT,Universities,1
1489,Universita della Svizzera Italiana *,CHE,Universities,2
1490,USF Health,USA,Universities,1
1491,Kansas State University,USA,Universities,1
1491,National Institute for Health and Welfare,FIN,Health,1
1493,Baker IDI Heart and Diabetes Institute,AUS,Health,1
1493,National Institute for Materials Science,JPN,Government,1
1495,"Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences",CHN,Government,1
1496,Instituto de Investigacion Sanitaria de Navarra,ESP,Health,1
1497,NIHR Nottingham Biomedical Research Centre,GBR,Health,2
1498,Institut fur Quantenoptik und Quanteninformation Osterreichische Akademie der Wissenschaften,AUT,Government,1
1499,Universita degli Studi di Salerno,ITA,Universities,1
1499,Kobe University *,JPN,Universities,1
1501,"China University of Petroleum, Beijing",CHN,Universities,1
1501,Mount Sinai Hospital Joseph and Wolf Lebovic Health Complex,CAN,Health,1
1501,Nottingham University Hospitals NHS Trust,GBR,Health,2
1504,University of Louisville *,USA,Universities,1
1504,Simons Foundation,USA,Non-Profit,1
1506,Taiyuan University of Technology,CHN,Universities,1
1506,National Health Research Institutes,TWN,Health,1
1506,Murdoch Children's Research Institute,AUS,Health,1
1509,Universita degli Studi della Campania Luigi Vanvitelli,ITA,Universities,1
1509,Max Planck Institut fur Festkorperforschung,DEU,Government,2
1509,Instituto de Salud Global de Barcelona,ESP,Health,1
1512,Max Planck Institut fur Evolutionsbiologie,DEU,Government,2
1512,Ningbo University,CHN,Universities,1
1514,Parc de Salut Mar de Barcelona *,ESP,Health,1
1515,Mossakowski Medical Research Centre Polish Academy of Sciences,POL,Government,1
1515,Institute of Chemical Biology and Fundamental Medicine Russian Academy of Sciences,RUS,Government,1
1517,Max Planck Institut fur die Physik des Lichts,DEU,Government,1
1517,Anhui Agricultural University,CHN,Universities,1
1519,Basque Research and Technology Alliance *,ESP,Government,1
1519,Boeing Co *,MUL,Companies,2
1521,Institut de Psychiatrie et Neurosciences de Paris,FRA,Government,1
1521,Istituto di Tecnologie Biomediche,ITA,Government,1
1523,Institut Catala d'Investigacio Quimica,ESP,Government,1
1523,National University Health System *,SGP,Health,1
1525,Jiangsu Provincial Government *,CHN,Government,1
1526,Hospital Universitario Fundacion Jimenez Diaz,ESP,Health,1
1527,Universita degli Studi di Messina,ITA,Universities,1
1528,Daegu Gyeongbuk Institute of Science and Technology,KOR,Universities,1
1529,Universita Vita-Salute San Raffaele,ITA,Universities,1
1530,Doheny Eye Institute,USA,Health,1
1531,Mario Negri Istituto di Ricerche Farmacologiche,ITA,Health,1
1531,Parque Tecnologico de Ciencias de la Salud,ESP,Non-Profit,1
1531,Sunnybrook Health Sciences Centre,CAN,Health,1
1534,The Manchester Metropolitan University,GBR,Universities,1
1535,Helios Kliniken GmbH *,DEU,Health,1
1535,Bernhard Nocht Institut fur Tropenmedizin,DEU,Health,1
1537,Helmholtz Zentrum fur Umweltforschung,DEU,Government,1
1538,Institute of Molecular Biology and Biotechnology,GRC,Government,1
1538,AO Research Institute,CHE,Health,2
1540,Peng Cheng Laboratory,CHN,Government,1
1540,"National Institutes of Biomedical Innovation, Health and Nutrition",JPN,Health,1
1542,Istituto Dalle Molle di Studi sull'Intelligenza Artificiale,CHE,Government,1
1542,Henry Ford Health System,USA,Health,1
1542,Universidad de Valladolid *,ESP,Universities,1
1545,Institut de Genomique Fonctionnelle,FRA,Government,1
1545,"Xinjiang Technical Institute of Physics and Chemistry, Chinese Academy of Sciences",CHN,Government,1
1547,Max Planck Institut fur Dynamik Komplexer Technischer Systeme,DEU,Government,2
1547,San Diego State University,USA,Universities,1
1547,Deutsches Diabetes-Zentrum - Leibniz-Zentrum fur Diabetes-Forschung an der Heinrich-Heine-Universitat Dusseldorf,DEU,Government,2
1550,Brunel University,GBR,Universities,2
1550,Institut de Recherche en Informatique et Systemes Aleatoires,FRA,Government,1
1552,Universite Paris-Est Creteil *,FRA,Universities,1
1552,Heidelberger Institut fur Theoretische Studien,DEU,Non-Profit,1
1554,Singapore National Eye Centre *,SGP,Health,2
1554,Qilu University of Technology,CHN,Universities,1
1554,Gachon University,KOR,Universities,1
1557,Deutsches Institut fur Ernahrungsforschung Potsdam-Rehbrucke,DEU,Government,1
1558,Universitatsklinikum Bonn,DEU,Health,2
1559,Fujian Agriculture and Forestry University,CHN,Universities,1
1560,Assistance Publique Hopitaux de Marseille *,FRA,Health,1
1560,"Fondazione IRCCS Ospedale Maggiore Policlinico, Mangiagalli e Regina Elena",ITA,Health,1
1562,Technische Universitat Braunschweig,DEU,Universities,2
1562,Universitatsklinikum Frankfurt,DEU,Health,2
1564,Handong Global University,KOR,Universities,1
1565,Chevron Corp,USA,Companies,1
1566,Consorzio Nazionale Interuniversitario per le Telecomunicazioni,ITA,Government,1
1567,University of Chicago Medical Center ,USA,Health,2
1568,State University - Higher School of Economics,RUS,Universities,1
1568,Laboratoire Traitement et Communication de l'Information,FRA,Government,1
1570,Conselleria do Medio Rural Ourense,ESP,Government,1
1571,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",CHN,Government,1
1571,Danish Cancer Society,DNK,Health,1
1571,Auburn University,USA,Universities,1
1574,Deutsche Forschungszentrum fur Kunstliche Intelligenz,DEU,Government,1
1575,Changsha University of Science and Technology,CHN,Universities,1
1576,Affiliated People's Hospital of Jiangsu University,CHN,Health,1
1576,Royal Netherlands Meteorological Institute,NLD,Government,1
1576,Chang Gung University,TWN,Universities,1
1579,King Fahd University of Petroleum and Minerals,SAU,Universities,1
1580,Universite de Lyon,FRA,Universities,1
1581,Universitat Potsdam *,DEU,Universities,1
1581,Gobierno de Aragon *,MUL,Government,1
1583,University of Ulster,GBR,Universities,2
1583,Carleton University,CAN,Universities,1
1585,Seoul National University Bundang Hospital,KOR,Health,1
1585,Ecole Normale Superieure de Paris *,FRA,Universities,1
1587,Shriners Hospitals for Children *,MUL,Health,3
1588,University of Western Sydney,AUS,Universities,1
1588,Centre Henri Becquerel,FRA,Health,1
1590,Conselleria de Sanitat Universal i Salut Publica Valencia,ESP,Health,1
1591,General Motors Company *,MUL,Companies,1
1592,Kings College Hospital NHS Foundation Trust,GBR,Health,2
1593,Guangdong Power Grid Co Ltd,CHN,Companies,1
1594,Utah State University *,USA,Universities,1
1594,Korea Institute of Oriental Medicine,KOR,Government,1
1594,University of Tromso - The Arctic University of Norway,NOR,Universities,1
1597,Newcastle upon Tyne Hospitals NHS Foundation Trust,GBR,Health,2
1598,Illinois Institute of Technology,USA,Universities,1
1598,Inha University,KOR,Universities,1
1600,China National Rice Research Institute,CHN,Government,1
1600,Hacettepe University,TUR,Universities,1
1600,"Institute of Semiconductors, Chinese Academy of Sciences",CHN,Government,1
1603,Florey Neuroscience Institutes,AUS,Health,1
1604,Eusko Jaurlaritza *,MUL,Government,1
1604,L'Unite de Recherche de l'Institut du Thorax,FRA,Government,1
1606,Institut Paoli Calmettes,FRA,Health,1
1607,University of Delhi *,IND,Universities,1
1607,Ikerbasque-Basque Foundation for Science,ESP,Government,1
1609,Ton Duc Thang University,VNM,Universities,1
1609,"Institute of Science and Technology, Austria",AUT,Government,1
1611,National Center for Atmospheric Research,USA,Government,1
1611,Hubei University,CHN,Universities,1
